squad,lake,id_historia,numero,titulo,papel,recurso,duracao_dias_uteis,data_inicio,data_fim
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 11],11,Entidade: Etiquetas CIM - Parte 2: Plantas FIRE e FAASA - TAMANHO: P,Dev Fullstack,Dev 10,4.0,01/04/2026,06/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 12],12,Entidade: Estoque por Desenho - Parte 1: FIASA Histórico e Current - TAMANHO: M,Dev Fullstack,Dev 1,4.0,03/04/2026,08/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 13],13,Entidade: Estoque por Desenho - Parte 2: FIAPE Histórico e Current - TAMANHO: M,Dev Fullstack,Dev 3,2.0,06/04/2026,07/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 14],14,Entidade: Estoque por Desenho - Parte 3: FAASA Histórico e Current - TAMANHO: M,Dev Fullstack,Dev 4,2.0,07/04/2026,08/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 15],15,Entidade: Estoque por Desenho - Parte 4: FIRE e Mecânica - TAMANHO: M,Dev Fullstack,Dev 8,4.0,07/04/2026,10/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 16],16,Entidade: Tabelas Auxiliares e Views Complementares - TAMANHO: G,Dev Fullstack,Dev 9,9.0,07/04/2026,17/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 17],17,Entidade: Rotas e Destinos Logísticos - TAMANHO: G,Dev Fullstack,Dev 10,10.0,07/04/2026,20/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 18],18,Entidade: Pedidos Logísticos e Itens - TAMANHO: G,Dev Fullstack,Dev 2,10.0,08/04/2026,21/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 19],19,Entidade: Inventário - Cabeçalho e Lotes - TAMANHO: G,Dev Fullstack,Dev 3,8.0,08/04/2026,17/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 20],20,Entidade: Inventário - Itens e Leituras - TAMANHO: G,Dev Fullstack,Dev 6,8.0,08/04/2026,17/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 21],21,Entidade: Recebimento e Transmissões - TAMANHO: G,Dev Fullstack,Dev 1,8.0,09/04/2026,20/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 22],22,Entidade: Conferência Física e MDR Part Number - TAMANHO: G,Dev Fullstack,Dev 4,8.0,09/04/2026,20/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 23],23,Entidade: Volumes de Expedição - TAMANHO: M,Dev Fullstack,Dev 7,4.0,13/04/2026,16/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 24],24,Entidade: QRCode e Repicking - TAMANHO: G,Dev Fullstack,Dev 8,8.0,13/04/2026,22/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 25],25,Entidade: Troca de Locação - TAMANHO: G,Dev Fullstack,Dev 5,8.0,14/04/2026,23/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 26],26,Entidade: Estado dos Conjuntos (SSOLQ051) - TAMANHO: P,Dev Fullstack,Dev 7,3.0,17/04/2026,21/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 27],27,"Entidade: Cadastros Eventuais e Anagrafica (SSOLQ057, SSOLQ060, SSDCE001) - TAMANHO: G",Dev Fullstack,Dev 3,9.0,20/04/2026,30/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 28],28,Entidade: Cadastro de Desenhos por Estabelecimento (SSOLQ068) - TAMANHO: M,Dev Fullstack,Dev 6,4.0,20/04/2026,23/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 29],29,"Entidade: Ordens e Características por Trecho (SSOLQ072, SSOLQ073, SSOLQ077) - TAMANHO: G",Dev Fullstack,Dev 9,9.0,20/04/2026,30/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 30],30,Entidade: Giro Diário de Consumo de Peças (SSOLQ110) - TAMANHO: M,Dev Fullstack,Dev 1,7.0,21/04/2026,29/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 31],31,Entidade: Giro Mensal de Consumo de Peças (SSOLQ130) - TAMANHO: G,Dev Fullstack,Dev 4,8.0,21/04/2026,30/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 32],32,Entidade: Consumos S-1 e Necessidades Brutas (SSOLQ134) - TAMANHO: P,Dev Fullstack,Dev 10,3.0,21/04/2026,23/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 33],33,"Entidade: Produtos Acabados e Desenhos - Carga Diária (SSOLQ144, SSOLQ145) - TAMANHO: G",Dev Fullstack,Dev 2,10.0,22/04/2026,05/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 34],34,"Entidade: Produtos Acabados e Desenhos - Carga Mensal (SSOLQ146, SSOLQ147) - TAMANHO: G",Dev Fullstack,Dev 7,8.0,22/04/2026,01/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 35],35,Entidade: Desenhos Calculados por Seção (SSOLQ150) - TAMANHO: P,Dev Fullstack,Dev 8,6.0,23/04/2026,30/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 36],36,"Entidade: Data Mestre e Números de Peça (SSOLQ500, SSOLQ501) - TAMANHO: G",Dev Fullstack,Dev 5,10.0,24/04/2026,07/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 37],37,Entidade: Dimensões Básicas de Estoque - TAMANHO: P,Dev Fullstack,Dev 6,3.0,24/04/2026,28/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 38],38,Entidade: Indicadores e Causal - TAMANHO: P,Dev Fullstack,Dev 10,2.0,24/04/2026,27/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 39],39,Entidade: Staging - Dados Brutos SAP e IMS - TAMANHO: M,Dev Fullstack,Dev 10,4.0,28/04/2026,01/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 40],40,Entidade: Estoque Material e Saldo SAP - TAMANHO: M,Dev Fullstack,Dev 6,6.0,29/04/2026,06/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 41],41,Entidade: Apontamentos e Material em Trânsito - TAMANHO: M,Dev Fullstack,Dev 1,6.0,30/04/2026,07/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 42],42,Entidade: Estoque Viajante e Views Consolidadas - TAMANHO: P,Dev Fullstack,Dev 3,3.0,01/05/2026,05/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 43],43,"Entidade: Cadastros Base - Incoterms, Meios de Transporte e Saturação - TAMANHO: P",Dev Fullstack,Dev 4,3.0,01/05/2026,05/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 44],44,Entidade: Transporte e Frete - Staging e Consolidação - TAMANHO: M,Dev Fullstack,Dev 8,5.0,01/05/2026,07/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 45],45,Entidade: Estoque de Embalagens Retornáveis - TAMANHO: P,Dev Fullstack,Dev 9,2.0,01/05/2026,04/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 46],46,Entidade: Itens de Nota Fiscal e Movimentação - TAMANHO: M,Dev Fullstack,Dev 7,5.0,04/05/2026,08/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 47],47,Entidade: Ingestão TM1 - Tabelas Auxiliares e Produto - TAMANHO: M,Dev Fullstack,Dev 10,6.0,04/05/2026,11/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 48],48,Entidade: Ingestão RTM e LTP - Event-Driven - TAMANHO: M,Dev Fullstack,Dev 9,6.0,05/05/2026,12/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 49],49,Entidade: Ingestão Part Dump A9 - Orchestrated DataStage - TAMANHO: M,Dev Fullstack,Dev 2,4.0,06/05/2026,11/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 50],50,Entidade: Ingestão Flow - Parte 1 (Cálculo Previsional e CBA) - TAMANHO: G,Dev Fullstack,Dev 3,8.0,06/05/2026,15/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 51],51,Entidade: Ingestão Flow - Parte 2 (CBH e Months Rolling) - TAMANHO: G,Dev Fullstack,Dev 4,8.0,06/05/2026,15/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 52],52,Entidade: Ingestão Flow - Parte 3 (Cadastros Auxiliares e Logistics) - TAMANHO: M,Dev Fullstack,Dev 6,4.0,07/05/2026,12/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 53],53,Entidade: Views Consolidadas e Analíticas Avançadas - TAMANHO: P,Dev Fullstack,Dev 1,3.0,08/05/2026,12/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 54],54,Entidade: Ativação de Transporte DHL - TAMANHO: M,Dev Fullstack,Dev 5,4.0,08/05/2026,13/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 55],55,Entidade: Ativação e Aprovação AVA SPOT - TAMANHO: M,Dev Fullstack,Dev 8,4.0,08/05/2026,13/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 56],56,Entidade: Yard Truck - Movimentação de Veículos - TAMANHO: P,Dev Fullstack,Dev 7,2.0,11/05/2026,12/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 57],57,Entidade: Rastreamento Real-Time via Pub/Sub - TAMANHO: M,Dev Fullstack,Dev 2,6.0,12/05/2026,19/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 58],58,Entidade: Outbound Transporte Batch via DataStage - TAMANHO: P,Dev Fullstack,Dev 10,3.0,12/05/2026,14/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 59],59,Entidade: Processamento Delta Chegadas e Views Especializadas - TAMANHO: M,Dev Fullstack,Dev 1,4.0,13/05/2026,18/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 60],60,Entidade: Carga Base RapidResponse - Hierarquias e Descrições - TAMANHO: G,Dev Fullstack,Dev 6,10.0,13/05/2026,26/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 61],61,Entidade: Cadastros de Canais e Subcanais - TAMANHO: M,Dev Fullstack,Dev 7,4.0,13/05/2026,18/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 62],62,"Entidade: Planejamento Operacional - Parte 1 (OSS, PSA, Confirmado) - TAMANHO: G",Dev Fullstack,Dev 9,9.0,13/05/2026,25/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 63],63,Entidade: Planejamento Operacional - Parte 2 (Geral e Volume Indústria) - TAMANHO: M,Dev Fullstack,Dev 5,6.0,14/05/2026,21/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 64],64,Entidade: Planejamento Assegnazione e Emplacamento - TAMANHO: M,Dev Fullstack,Dev 8,6.0,14/05/2026,21/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 65],65,Entidade: Lista Mestre Pokey e Produto A13 - TAMANHO: M,Dev Fullstack,Dev 10,6.0,15/05/2026,22/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 66],66,Entidade: Dados Atuais e Emissão CO2 - Export Files - TAMANHO: M,Dev Fullstack,Dev 3,6.0,18/05/2026,25/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 67],67,Entidade: Comprovação Eletrônica de Entrega - EPOD Completo - TAMANHO: G,Dev Fullstack,Dev 4,9.0,18/05/2026,28/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 68],68,Entidade: Ingestão de Dados Base - Volume Accuracy - TAMANHO: M,Dev Fullstack,Dev 1,8.0,19/05/2026,28/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 69],69,Entidade: Processamento Final - Cálculo de Mix e Volume Accuracy - TAMANHO: P,Dev Fullstack,Dev 7,2.0,19/05/2026,20/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 70],70,Entidade: External Tables Google Sheets - Mapeamentos De-Para Parte 1 - TAMANHO: G,Dev Fullstack,Dev 2,10.0,20/05/2026,02/06/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 71],71,Entidade: External Tables Google Sheets - Histórico e Volumes Globais - TAMANHO: G,Dev Fullstack,Dev 7,10.0,21/05/2026,03/06/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 72],72,Entidade: Carga Física De-Para e Mapeamentos - TAMANHO: M,Dev Fullstack,Dev 5,5.0,22/05/2026,28/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 73],73,Entidade: Carga Física Delivery EMEA e NAFTA - TAMANHO: M,Dev Fullstack,Dev 8,4.0,22/05/2026,27/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 74],74,"Entidade: Carga Física Stocks - Dealer, OEM e Viajantes - TAMANHO: M",Dev Fullstack,Dev 3,5.0,22/05/2026,28/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 75],75,Entidade: Carga Física Retail e Volume Argentina - TAMANHO: P,Dev Fullstack,Dev 4,3.0,22/05/2026,26/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 76],76,Entidade: Carga Física Wholesales e Planejamento - TAMANHO: M,Dev Fullstack,Dev 15,5.0,22/05/2026,28/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 77],77,Entidade: Consolidação Principal - tb_actual e View Base - TAMANHO: P,Dev Fullstack,Dev 16,2.0,22/05/2026,25/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 78],78,Entidade: Wholesales NAFTA ROL - Carga Delta e Views - TAMANHO: P,Dev Fullstack,Dev 19,3.0,22/05/2026,26/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 79],79,Entidade: Views Planejamento - Budget Forecast e Estimativas - TAMANHO: M,Dev Fullstack,Dev 20,5.0,22/05/2026,28/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 80],80,Entidade: Views NAFTA - Dimensões Veículos e Produtos - TAMANHO: M,Dev Fullstack,Dev 8,4.0,22/05/2026,27/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 81],81,Entidade: Stock History Regional - TAMANHO: M,Dev Fullstack,Dev 2,5.0,22/05/2026,28/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 82],82,Entidade: Eventos e Pedidos Comerciais - TAMANHO: P,Dev Fullstack,Dev 7,2.0,22/05/2026,25/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 83],83,Entidade: Indicadores FCO - TAMANHO: M,Dev Fullstack,Dev 17,4.0,22/05/2026,27/05/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 84],84,Entidade: Estoque OEM e Dealer - TAMANHO: G,Dev Fullstack,Dev 1,7.0,22/05/2026,01/06/2026
Squad 6,SUPPLY CHAIN,[SUPPLY CHAIN - 85],85,Entidade: KPIs de Vendas e Produção - TAMANHO: M,Dev Fullstack,Dev 6,4.0,22/05/2026,27/05/2026
