squad,lake,id_historia,numero,titulo,papel,recurso,duracao_dias_uteis,data_inicio,data_fim
Squad 7,RH,[RH - 22],22,Entidade: Vetorh - Views Cross Parte 2 (Dependem de H18-21) - TAMANHO: G,Dev Fullstack,Dev 5,10.0,07/05/2026,20/05/2026
Squad 7,RH,[RH - 23],23,Entidade: Vetorh - Views People Analytics - TAMANHO: M,Dev Fullstack,Dev 2,6.0,08/05/2026,15/05/2026
Squad 7,RH,[RH - 24],24,Entidade: Vetorh - Views Medicina e Saúde - TAMANHO: G,Dev Fullstack,Dev 1,7.0,13/05/2026,21/05/2026
Squad 7,RH,[RH - 25],25,Entidade: Vetorh - Views Segurança e Facilities - TAMANHO: M,Dev Fullstack,Dev 3,5.0,13/05/2026,19/05/2026
Squad 7,RH,[RH - 26],26,Entidade: Vetorh - Views Manufacturing - TAMANHO: G,Dev Fullstack,Dev 2,8.0,18/05/2026,27/05/2026
Squad 3,RH,[RH - 27],27,Entidade: Vetorh - Views Qualidade e Compliance - TAMANHO: G,Dev Fullstack,Dev 7,8.0,19/05/2026,28/05/2026
Squad 3,RH,[RH - 28],28,Entidade: Vetorh - Views NEA e Teletrabalho - TAMANHO: M,Dev Fullstack,Dev 9,5.0,19/05/2026,25/05/2026
Squad 3,RH,[RH - 29],29,Entidade: Vetorh - Views Cross-FSE Rubi e SOI (Final) - TAMANHO: G,Dev Fullstack,Dev 1,7.0,19/05/2026,27/05/2026
Squad 3,RH,[RH - 30],30,Entidade: Vetorh - Views Talent Acquisition - TAMANHO: G,Dev Fullstack,Dev 3,9.0,19/05/2026,29/05/2026
Squad 3,RH,[RH - 31],31,Entidade: Vetorh R066sit Online - TAMANHO: P,Dev Fullstack,Dev 8,2.0,19/05/2026,20/05/2026
Squad 3,RH,[RH - 32],32,Entidade: Vetorh R070acc Online - TAMANHO: P,Dev Fullstack,Dev 10,2.0,19/05/2026,20/05/2026
Squad 3,RH,[RH - 33],33,Entidade: Vetorh R086cat Online - TAMANHO: P,Dev Fullstack,Dev 4,2.0,19/05/2026,20/05/2026
Squad 3,RH,[RH - 34],34,Entidade: Vetorh R066apu (Sequences) - TAMANHO: P,Dev Fullstack,Dev 6,2.0,19/05/2026,20/05/2026
Squad 7,RH,[RH - 35],35,Entidade: Vetorh R066sit (Sequences) - TAMANHO: P,Dev Fullstack,Dev 4,2.0,19/05/2026,20/05/2026
Squad 2,RH,[RH - 36],36,Entidade: ELAW Processos - TAMANHO: M,Dev Fullstack,Dev 1,4.0,20/05/2026,25/05/2026
Squad 3,RH,[RH - 37],37,Entidade: ELAW Bloqueio - TAMANHO: P,Dev Fullstack,Dev 5,2.0,20/05/2026,21/05/2026
Squad 7,RH,[RH - 38],38,Entidade: ELAW Acordo - TAMANHO: M,Dev Fullstack,Dev 3,4.0,20/05/2026,25/05/2026
Squad 2,RH,[RH - 39],39,Entidade: ELAW Andamento - TAMANHO: P,Dev Fullstack,Dev 2,2.0,21/05/2026,22/05/2026
Squad 2,RH,[RH - 40],40,Entidade: ELAW Audiência - TAMANHO: M,Dev Fullstack,Dev 5,4.0,21/05/2026,26/05/2026
Squad 3,RH,[RH - 41],41,Entidade: ELAW Centro de Custo - TAMANHO: M,Dev Fullstack,Dev 4,4.0,21/05/2026,26/05/2026
Squad 3,RH,[RH - 42],42,Entidade: ELAW Decisão - TAMANHO: M,Dev Fullstack,Dev 6,4.0,21/05/2026,26/05/2026
Squad 3,RH,[RH - 43],43,Entidade: ELAW Garantia - TAMANHO: M,Dev Fullstack,Dev 8,4.0,21/05/2026,26/05/2026
Squad 3,RH,[RH - 44],44,Entidade: ELAW Levantamento - TAMANHO: P,Dev Fullstack,Dev 10,2.0,21/05/2026,22/05/2026
Squad 7,RH,[RH - 45],45,Entidade: ELAW OBF - TAMANHO: P,Dev Fullstack,Dev 4,2.0,21/05/2026,22/05/2026
Squad 7,RH,[RH - 46],46,Entidade: ELAW Pagamento - TAMANHO: P,Dev Fullstack,Dev 5,2.0,21/05/2026,22/05/2026
Squad 2,RH,[RH - 47],47,Entidade: ELAW Pauta - TAMANHO: P,Dev Fullstack,Dev 4,2.0,22/05/2026,25/05/2026
Squad 2,RH,[RH - 48],48,Entidade: ELAW Perícia - TAMANHO: M,Dev Fullstack,Dev 7,4.0,22/05/2026,27/05/2026
Squad 2,RH,[RH - 49],49,Entidade: ELAW Recebimento - TAMANHO: P,Dev Fullstack,Dev 8,2.0,22/05/2026,25/05/2026
Squad 3,RH,[RH - 50],50,Entidade: ELAW Recurso - TAMANHO: P,Dev Fullstack,Dev 5,2.0,22/05/2026,25/05/2026
Squad 7,RH,[RH - 51],51,Entidade: ELAW Reserva - TAMANHO: P,Dev Fullstack,Dev 1,2.0,22/05/2026,25/05/2026
Squad 2,RH,[RH - 52],52,Entidade: ELAW Tutela - TAMANHO: P,Dev Fullstack,Dev 2,2.0,25/05/2026,26/05/2026
Squad 2,RH,[RH - 53],53,Entidade: ELAW Valores Pedidos - TAMANHO: G,Dev Fullstack,Dev 3,8.0,25/05/2026,03/06/2026
Squad 3,RH,[RH - 54],54,Entidade: ELAW Valores Totais - TAMANHO: P,Dev Fullstack,Dev 10,2.0,25/05/2026,26/05/2026
Squad 7,RH,[RH - 55],55,Entidade: Espaider - TAMANHO: G,Dev Fullstack,Dev 4,7.0,25/05/2026,02/06/2026
Squad 7,RH,[RH - 56],56,Entidade: Elaw - Índice de Judicialização (Analytics Cross-Domain) - TAMANHO: P,Dev Fullstack,Dev 5,3.0,25/05/2026,27/05/2026
Squad 2,RH,[RH - 57],57,Entidade: iTransport Itinerary Performance - TAMANHO: P,Dev Fullstack,Dev 1,2.0,26/05/2026,27/05/2026
Squad 2,RH,[RH - 58],58,Entidade: iTransport Unit Arrival - TAMANHO: P,Dev Fullstack,Dev 4,2.0,26/05/2026,27/05/2026
Squad 2,RH,[RH - 59],59,Entidade: iTransport Arrival To Garage - TAMANHO: P,Dev Fullstack,Dev 8,2.0,26/05/2026,27/05/2026
Squad 3,RH,[RH - 60],60,Entidade: iTransport Punctuality Vehicle - TAMANHO: P,Dev Fullstack,Dev 5,2.0,26/05/2026,27/05/2026
Squad 3,RH,[RH - 61],61,Entidade: iTransport User Presence - TAMANHO: P,Dev Fullstack,Dev 9,2.0,26/05/2026,27/05/2026
Squad 7,RH,[RH - 62],62,Entidade: Absenteismo - TAMANHO: G,Dev Fullstack,Dev 1,9.0,26/05/2026,05/06/2026
Squad 7,RH,[RH - 63],63,Entidade: Org Design Lider Substituto - TAMANHO: P,Dev Fullstack,Dev 3,3.0,26/05/2026,28/05/2026
Squad 2,RH,[RH - 64],64,Entidade: People Analytics Restricted R048 - TAMANHO: P,Dev Fullstack,Dev 2,2.0,27/05/2026,28/05/2026
Squad 2,RH,[RH - 65],65,Entidade: Learning - Carga desconhecida - TAMANHO: P,Dev Fullstack,Dev 5,2.0,27/05/2026,28/05/2026
Squad 2,RH,[RH - 66],66,Entidade: Learning Completed Training (Ano Corrente) - TAMANHO: P,Dev Fullstack,Dev 9,4.0,27/05/2026,01/06/2026
Squad 2,RH,[RH - 67],67,Entidade: People_Analytics_Restricted - Carga desconhecida - TAMANHO: G,Dev Fullstack,Dev 10,3.0,27/05/2026,29/05/2026
Squad 3,RH,[RH - 68],68,Entidade: People_Analytics - Diversity - TAMANHO: P,Dev Fullstack,Dev 4,4.0,27/05/2026,01/06/2026
Squad 3,RH,[RH - 69],69,Entidade: Talent_Acquisition - Lote 1 - TAMANHO: P,Dev Fullstack,Dev 6,2.0,27/05/2026,28/05/2026
Squad 3,RH,[RH - 70],70,Entidade: External Tables - Lote 1 - TAMANHO: G,Dev Fullstack,Dev 8,8.0,27/05/2026,05/06/2026
Squad 3,RH,[RH - 71],71,Entidade: External Tables - Lote 2 - TAMANHO: G,Dev Fullstack,Dev 10,9.0,27/05/2026,08/06/2026
Squad 2,RH,[RH - 72],72,Entidade: External Tables - Lote 3 - TAMANHO: P,Dev Fullstack,Dev 1,3.0,28/05/2026,01/06/2026
Squad 6,COMERCIAL,[COMERCIAL - 1],1,Entidade: Aprovação Comercial - TAMANHO: P,Dev Fullstack,Dev 1,1.0,23/03/2026,23/03/2026
Squad 6,COMERCIAL,[COMERCIAL - 2],2,Ingestão Base e Auxiliares - TAMANHO: P,Dev Fullstack,Dev 2,3.0,23/03/2026,25/03/2026
Squad 6,COMERCIAL,[COMERCIAL - 3],3,"Processamento ML Parte 1 (Topics, Summary, Translation) - TAMANHO: M",Dev Fullstack,Dev 1,5.0,24/03/2026,30/03/2026
Squad 6,COMERCIAL,[COMERCIAL - 4],4,"Processamento ML Parte 2 (Entity, Ranking) - TAMANHO: M",Dev Fullstack,Dev 2,4.0,26/03/2026,31/03/2026
Squad 6,COMERCIAL,[COMERCIAL - 5],5,Analytics e Consolidação - TAMANHO: M,Dev Fullstack,Dev 1,4.0,31/03/2026,03/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 6],6,Rankings e Históricos - TAMANHO: M,Dev Fullstack,Dev 2,6.0,01/04/2026,08/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 7],7,Cadastros Básicos e Metadados - TAMANHO: G,Dev Fullstack,Dev 3,9.0,01/04/2026,13/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 8],8,Vendas - Cadastros de Perguntas e Metadados - TAMANHO: G,Dev Fullstack,Dev 4,7.0,01/04/2026,09/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 9],9,Vendas - Entrevistas e Questionários - TAMANHO: G,Dev Fullstack,Dev 5,9.0,01/04/2026,13/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 10],10,"Vendas - Cancelamento, Cotas e Qualidade - TAMANHO: G",Dev Fullstack,Dev 6,8.0,01/04/2026,10/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 11],11,Vendas - Analytics Entrevistas e Qualidade - TAMANHO: M,Dev Fullstack,Dev 7,6.0,01/04/2026,08/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 12],12,Vendas - Analytics Banco de Respostas e Índices Base - TAMANHO: G,Dev Fullstack,Dev 8,7.0,01/04/2026,09/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 13],13,Vendas - Analytics Índices Codificação e 2022 - TAMANHO: G,Dev Fullstack,Dev 9,9.0,01/04/2026,13/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 14],14,Pós-Vendas - Cadastros de Perguntas e Metadados - TAMANHO: G,Dev Fullstack,Dev 10,7.0,01/04/2026,09/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 15],15,Pós-Vendas - Entrevistas e Questionários - TAMANHO: G,Dev Fullstack,Dev 11,9.0,01/04/2026,13/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 16],16,"Pós-Vendas - Cancelamento, Cotas e Qualidade - TAMANHO: M",Dev Fullstack,Dev 12,6.0,01/04/2026,08/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 17],17,Pós-Vendas - Analytics Entrevistas e Qualidade - TAMANHO: M,Dev Fullstack,Dev 13,6.0,01/04/2026,08/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 18],18,Pós-Vendas - Analytics Banco de Respostas e Índices Base - TAMANHO: G,Dev Fullstack,Dev 14,7.0,01/04/2026,09/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 19],19,Pós-Vendas - Analytics Índices Codificação e 2022 - TAMANHO: G,Dev Fullstack,Dev 15,9.0,01/04/2026,13/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 20],20,Vendas PSA - Entrevistas e Cancelamentos - TAMANHO: G,Dev Fullstack,Dev 16,11.0,01/04/2026,15/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 21],21,Pós-Vendas PSA - Entrevistas e Cancelamentos - TAMANHO: G,Dev Fullstack,Dev 17,11.0,01/04/2026,15/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 22],22,Ingestão Staging AURA - Entrevistas e Cancelamentos - TAMANHO: M,Dev Fullstack,Dev 18,4.0,01/04/2026,06/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 23],23,"Ingestão Staging IPSOS - Entrevistas, Perguntas e Qualidade - TAMANHO: G",Dev Fullstack,Dev 19,10.0,01/04/2026,14/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 24],24,"Ingestão Staging IPSOS - Cancelamento, Fechamento e Metadata - TAMANHO: M",Dev Fullstack,Dev 20,6.0,01/04/2026,08/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 25],25,"DataMart AURA - Entrevistas, Verbalizações e Cancelamento - TAMANHO: M",Dev Fullstack,Dev 1,6.0,06/04/2026,13/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 26],26,DataMart IPSOS - Perguntas e Entrevistas Estruturadas - TAMANHO: G,Dev Fullstack,Dev 18,8.0,07/04/2026,16/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 27],27,DataMart IPSOS - Verbalização e Qualidade Metadados - TAMANHO: M,Dev Fullstack,Dev 2,6.0,09/04/2026,16/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 28],28,"DataMart IPSOS - Qualidade Final, Fechamento, Cancelamento e Governança - TAMANHO: G",Dev Fullstack,Dev 7,8.0,09/04/2026,20/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 29],29,Analytics Restricted - Entrevistas e Banco Resposta - TAMANHO: G,Dev Fullstack,Dev 12,8.0,09/04/2026,20/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 30],30,Analytics Restricted + Tabelas Abertas Base - TAMANHO: G,Dev Fullstack,Dev 13,10.0,09/04/2026,22/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 31],31,Views Analytics - AURA e Cadastros Proprietário - TAMANHO: G,Dev Fullstack,Dev 20,7.0,09/04/2026,17/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 32],32,Views Analytics - IPSOS Operacional (Pergunta/Resposta/Verbalização) - TAMANHO: G,Dev Fullstack,Dev 4,8.0,10/04/2026,21/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 33],33,"Views Analytics - IPSOS Entrevistas, Long, Qualidade e Banco Resposta Aberto - TAMANHO: G",Dev Fullstack,Dev 8,8.0,10/04/2026,21/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 34],34,"Views Analytics - Fechados, Índices e Codificação - TAMANHO: G",Dev Fullstack,Dev 10,8.0,10/04/2026,21/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 35],35,Dimensões Geográficas - TAMANHO: M,Dev Fullstack,Dev 14,4.0,10/04/2026,15/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 36],36,Dimensões Demográficas - TAMANHO: M,Dev Fullstack,Dev 6,6.0,13/04/2026,20/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 37],37,Dimensões Veiculares - TAMANHO: G,Dev Fullstack,Dev 1,10.0,14/04/2026,27/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 38],38,Concessionárias e Segmentos - TAMANHO: M,Dev Fullstack,Dev 3,5.0,14/04/2026,20/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 39],39,CSI Vendas - Staging Base - TAMANHO: G,Dev Fullstack,Dev 5,10.0,14/04/2026,27/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 40],40,CSI Vendas - DataMart - TAMANHO: G,Dev Fullstack,Dev 9,10.0,14/04/2026,27/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 41],41,CSI Pós-Vendas - Staging Base - TAMANHO: G,Dev Fullstack,Dev 11,10.0,14/04/2026,27/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 42],42,CSI Pós-Vendas - DataMart - TAMANHO: G,Dev Fullstack,Dev 15,10.0,14/04/2026,27/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 43],43,Metadados e Controle - TAMANHO: G,Dev Fullstack,Dev 19,10.0,15/04/2026,28/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 44],44,After Sales - Argentina e Chile - TAMANHO: G,Dev Fullstack,Dev 14,7.0,16/04/2026,24/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 45],45,After Sales - Brasil - TAMANHO: M,Dev Fullstack,Dev 16,4.0,16/04/2026,21/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 45],45,Plan de Ahorro (Consórcio) - Completo - TAMANHO: G,Dev Fullstack,Dev 17,7.0,16/04/2026,24/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 46],46,New Vehicle - Brasil - TAMANHO: M,Dev Fullstack,Dev 2,6.0,17/04/2026,24/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 47],47,"New Vehicle - Argentina, Chile e Leapmotor - TAMANHO: M",Dev Fullstack,Dev 18,5.0,17/04/2026,23/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 49],49,Call Center e Integrações Especiais - TAMANHO: P,Dev Fullstack,Dev 20,3.0,20/04/2026,22/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 50],50,Emplacamentos Pessoa Jurídica (PJ) - TAMANHO: P,Dev Fullstack,Dev 3,3.0,21/04/2026,23/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 51],51,Emplacamentos Pessoa Física (PF) - TAMANHO: P,Dev Fullstack,Dev 6,3.0,21/04/2026,23/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 52],52,Vendas de Veículos Leves (Light Vehicle Sales) - TAMANHO: M,Dev Fullstack,Dev 7,4.0,21/04/2026,24/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 53],53,Powertrain de Veículos Leves (Light Vehicle Powertrain) - TAMANHO: M,Dev Fullstack,Dev 12,4.0,21/04/2026,24/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 54],54,Capacidade de Plantas de Veículos (Vehicle Plant Capacity) - TAMANHO: M,Dev Fullstack,Dev 4,5.0,22/04/2026,28/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 55],55,Ciclos de Planejamento de Veículos (Vehicle Cycle Plans) - TAMANHO: M,Dev Fullstack,Dev 8,6.0,22/04/2026,29/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 56],56,Segmentação de Produtos e Previsões (Product Segmentation) - TAMANHO: M,Dev Fullstack,Dev 10,4.0,22/04/2026,27/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 57],57,Governança e Histórico Consolidado (Governance & CCP Hist) - TAMANHO: P,Dev Fullstack,Dev 16,3.0,22/04/2026,24/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 58],58,Auditoria e Logs - TAMANHO: P,Dev Fullstack,Dev 13,2.0,23/04/2026,24/04/2026
Squad 6,COMERCIAL,[COMERCIAL - 59],59,Catálogo e Características Básicas - TAMANHO: G,Dev Fullstack,Dev 20,8.0,23/04/2026,04/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 60],60,Preços e Mercado - TAMANHO: G,Dev Fullstack,Dev 3,9.0,24/04/2026,06/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 61],61,BR Cadastros de Veículos (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 6,10.0,24/04/2026,07/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 62],62,BR Cadastros de Veículos (Parte 2) e Demográficos - TAMANHO: G,Dev Fullstack,Dev 18,10.0,24/04/2026,07/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 63],63,BR Cadastros de Pesquisa e Concessionárias - TAMANHO: G,Dev Fullstack,Dev 2,10.0,27/04/2026,08/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 64],64,BR Cadastros de Respostas e Metadados - TAMANHO: G,Dev Fullstack,Dev 7,10.0,27/04/2026,08/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 65],65,BR DataMart - Entidades Principais - TAMANHO: G,Dev Fullstack,Dev 12,7.0,27/04/2026,05/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 66],66,BR Analytics Restricted - Tabelas SPSS - TAMANHO: G,Dev Fullstack,Dev 13,7.0,27/04/2026,05/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 67],67,BR Analytics Restricted - Views - TAMANHO: G,Dev Fullstack,Dev 14,8.0,27/04/2026,06/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 68],68,BR Analytics - Tabelas SPSS - TAMANHO: M,Dev Fullstack,Dev 16,6.0,27/04/2026,04/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 69],69,BR Analytics Views - Dimensões de Veículos - TAMANHO: G,Dev Fullstack,Dev 17,10.0,27/04/2026,08/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 70],70,BR Analytics Views - Demográficos e Perfil - TAMANHO: G,Dev Fullstack,Dev 1,10.0,28/04/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 71],71,BR Analytics Views - Satisfação e Fidelidade - TAMANHO: G,Dev Fullstack,Dev 5,10.0,28/04/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 72],72,BR Analytics Views - Comportamento de Compra - TAMANHO: G,Dev Fullstack,Dev 9,10.0,28/04/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 73],73,BR Analytics Views - Questionários e Logs - TAMANHO: G,Dev Fullstack,Dev 10,10.0,28/04/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 74],74,AR Staging e DataMart - TAMANHO: G,Dev Fullstack,Dev 11,10.0,28/04/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 75],75,AR DataMart (cont) e Analytics Restricted - TAMANHO: G,Dev Fullstack,Dev 15,10.0,28/04/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 76],76,AR Analytics Restricted (cont) e Analytics Tabelas - TAMANHO: G,Dev Fullstack,Dev 4,10.0,29/04/2026,12/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 77],77,AR Analytics Views (Parte 1) - TAMANHO: G,Dev Fullstack,Dev 19,10.0,29/04/2026,12/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 78],78,AR Analytics Views (Parte 2) e Cockpit - TAMANHO: G,Dev Fullstack,Dev 8,10.0,30/04/2026,13/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 79],79,QFS Brasil - Metadata e Population (Staging e DataMart) - TAMANHO: M,Dev Fullstack,Dev 16,6.0,05/05/2026,12/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 80],80,QFS Brasil - Respondent (Staging e DataMart) - TAMANHO: M,Dev Fullstack,Dev 20,6.0,05/05/2026,12/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 81],81,QFS Brasil - Respondent (Analytics) - TAMANHO: M,Dev Fullstack,Dev 12,4.0,06/05/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 82],82,QFS Brasil - Checkbox (Staging e DataMart) - TAMANHO: M,Dev Fullstack,Dev 13,4.0,06/05/2026,11/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 83],83,QFS Brasil - Checkbox (Analytics) - TAMANHO: M,Dev Fullstack,Dev 3,4.0,07/05/2026,12/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 84],84,QFS Brasil - Verbatim e Canceled (Staging e DataMart) - TAMANHO: G,Dev Fullstack,Dev 14,9.0,07/05/2026,19/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 85],85,QFS Brasil - KPIs e Logs - TAMANHO: M,Dev Fullstack,Dev 6,6.0,08/05/2026,15/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 86],86,QFS Argentina - Metadata e Population (Staging e DataMart) - TAMANHO: M,Dev Fullstack,Dev 18,8.0,08/05/2026,19/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 87],87,QFS Argentina - Respondent (Staging e DataMart) - TAMANHO: M,Dev Fullstack,Dev 2,4.0,11/05/2026,14/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 88],88,QFS Argentina - Respondent (Analytics) - TAMANHO: M,Dev Fullstack,Dev 7,4.0,11/05/2026,14/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 89],89,QFS Argentina - Checkbox (Staging e DataMart) - TAMANHO: M,Dev Fullstack,Dev 17,4.0,11/05/2026,14/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 90],90,QFS Argentina - Checkbox (Analytics) - TAMANHO: M,Dev Fullstack,Dev 1,4.0,12/05/2026,15/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 91],91,QFS Argentina - Verbatim e Canceled - TAMANHO: G,Dev Fullstack,Dev 5,9.0,12/05/2026,22/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 92],92,QFS Global - Analytics Restricted e Population - TAMANHO: M,Dev Fullstack,Dev 9,5.0,12/05/2026,18/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 93],93,QFS Global - Analytics - TAMANHO: M,Dev Fullstack,Dev 10,4.0,12/05/2026,15/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 94],94,QFS Legacy - Dashboards e Atributos - TAMANHO: M,Dev Fullstack,Dev 11,6.0,12/05/2026,19/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 95],95,QFS Legacy - Base - TAMANHO: M,Dev Fullstack,Dev 12,4.0,12/05/2026,15/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 96],96,QFS Legacy - Testes e Logs - TAMANHO: M,Dev Fullstack,Dev 13,4.0,12/05/2026,15/05/2026
Squad 6,COMERCIAL,[COMERCIAL - 97],97,Entidade: Sigma - TAMANHO: P,Dev Fullstack,Dev 15,1.0,12/05/2026,12/05/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 1],1,Entidade: Movimentos FAASA - Plantas 6.21 e 6.22 - TAMANHO: M,Dev Fullstack,Dev 1,6.0,23/03/2026,30/03/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 2],2,"Entidade: Movimentos Contábeis - Parte 1: Plantas FAASA, CKD e FIASA - TAMANHO: P",Dev Fullstack,Dev 1,3.0,31/03/2026,02/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 3],3,"Entidade: Movimentos Contábeis - Parte 2: Plantas FIRE, JEEP e Mecânica - TAMANHO: M",Dev Fullstack,Dev 2,5.0,01/04/2026,07/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 4],4,"Entidade: Posições de Estoque - Parte 1: Plantas JEEP, FAASA e FIASA - TAMANHO: P",Dev Fullstack,Dev 3,3.0,01/04/2026,03/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 5],5,Entidade: Posições de Estoque - Parte 2: Plantas FIRE e Mecânica - TAMANHO: M,Dev Fullstack,Dev 4,4.0,01/04/2026,06/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 6],6,Entidade: Cadastros e Pedidos Especiais - TAMANHO: M,Dev Fullstack,Dev 5,9.0,01/04/2026,13/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 7],7,Entidade: Notas Fiscais de Entrada - TAMANHO: M,Dev Fullstack,Dev 6,5.0,01/04/2026,07/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 8],8,Entidade: Tabelas Mestres - Áreas e Localizações - TAMANHO: M,Dev Fullstack,Dev 7,8.0,01/04/2026,10/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 9],9,Entidade: Views Dimensão - Compartimentos e Unidades - TAMANHO: M,Dev Fullstack,Dev 8,4.0,01/04/2026,06/04/2026
Squad 5,SUPPLY CHAIN,[SUPPLY CHAIN - 10],10,"Entidade: Etiquetas CIM - Parte 1: Plantas FIAPE, FIASA e Mecânica - TAMANHO: P",Dev Fullstack,Dev 9,4.0,01/04/2026,06/04/2026
