Historia,Titulo Historia,Data-Lake,Chave,Titulo,Status,Data Criacao,Data Atualizacao,Quantidade Subtarefas,Categoria_Analise,Data Inicio Esperada,Data Fim Esperada
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1908,2.1 Staging.tb_ibm_categoria_cliente,Done,2025-07-25T14:56:00.468-0300,2025-09-18T16:28:02.380-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1907,[2] Staging,Done,2025-07-25T14:55:47.870-0300,2025-09-18T16:27:59.542-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1818,1.23 vw_pedido_industrial - dimensaocorporativa,Done,2025-07-23T17:41:55.508-0300,2025-09-18T16:27:57.051-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1817,1.22 vw_faturamento_pedido_comercial,Done,2025-07-23T17:37:13.536-0300,2025-09-18T16:27:54.570-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1816,1.21vw_entrada_pedido_comercial,Done,2025-07-23T17:37:05.274-0300,2025-09-18T16:27:52.009-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1815,1.20 vw_carteira_pedido_industrial_geral,Done,2025-07-23T17:36:04.490-0300,2025-09-18T16:27:49.086-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1814,1.19 vw_carteira_pedido_comercial_geral,Done,2025-07-23T17:35:54.119-0300,2025-09-18T16:27:45.380-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1813,1.18 vw_carteira_pedido_comercial,Done,2025-07-23T17:35:30.983-0300,2025-09-18T16:27:42.963-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1812,1.17 vw_cancelamento_pedido_comercial,Done,2025-07-23T17:35:23.019-0300,2025-09-18T16:27:40.549-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1811,1.16 vw_pedido_industrial - analytics_Dimensoes,Done,2025-07-23T17:35:16.095-0300,2025-09-18T16:27:35.986-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1775,1.15 tb_stg_report_cancelamento_ceve_historic,Done,2025-07-22T16:23:46.492-0300,2025-09-18T16:27:33.308-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1774,1.14 tb_stg_report_cancelamento_ceve,Done,2025-07-22T16:23:41.560-0300,2025-09-18T16:27:31.188-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1773,1.13 tb_svd_pedido_vendedor,Done,2025-07-22T16:23:36.134-0300,2025-09-18T16:27:28.886-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1772,1.12 tb_svd_focus_cancelamento_ceve,Done,2025-07-22T16:23:24.276-0300,2025-09-18T16:27:25.341-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1771,1.11 tb_ibm_carteira_pedido_industrial,Done,2025-07-22T16:23:19.897-0300,2025-09-18T16:27:22.214-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1770,1.10 tb_ibm_carteira_pedido_comercial,Done,2025-07-22T16:23:14.831-0300,2025-09-18T16:27:20.103-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1769,1.9 tb_focus_pedido_comercial,Done,2025-07-22T16:23:10.444-0300,2025-09-18T16:27:17.681-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1768,1.8 tb_pedido_comercial,Done,2025-07-22T16:23:06.475-0300,2025-09-18T16:27:14.611-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1767,1.7 tb_svd_focus_cancelamento_ceve,Done,2025-07-22T16:23:02.501-0300,2025-09-18T16:27:12.315-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1766,1.6 tb_faturamento_pedido_comercial_vdi,Done,2025-07-22T16:22:58.454-0300,2025-09-18T16:27:09.098-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1765,1.5 tb_entrada_pedido_comercial_vdi,Done,2025-07-22T16:22:53.848-0300,2025-09-18T16:26:57.083-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1764,1.4 tb_carteira_pedido_industrial_geral,Done,2025-07-22T16:22:50.481-0300,2025-09-18T16:26:55.004-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1763,1.3 tb_carteira_pedido_comercial_vdi,Done,2025-07-22T16:22:29.099-0300,2025-09-18T16:26:50.535-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1762,1.2 tb_carteira_pedido_comercial_geral,Done,2025-07-22T16:22:24.613-0300,2025-09-18T16:26:47.901-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1761,1.1 tb_cancelamento_pedido_comercial_vdi,Done,2025-07-22T16:22:19.570-0300,2025-09-18T16:26:45.887-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1760,Homologação - 19/09,Done,2025-07-22T16:22:12.343-0300,2025-11-12T13:52:07.664-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1759,Documento de teste,Done,2025-07-22T16:22:06.746-0300,2025-09-19T14:30:48.936-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1164,[Brain] - Declaracao Venda PSA,Brain,TOAWS-1247,[1]data-lake-brain-corporativo-declaracao-venda-psa - Sem Staging,Done,2025-07-15T16:40:37.747-0300,2025-09-12T14:17:26.489-0300,0,Desenvolvimento/Outros,2025-09-08,2025-10-03
TOAWS-1163,[Brain] - DDM - fase 3 BMC,Brain,TOAWS-1246,[1] data-lake-brain-ddm-dashboards-connectors,Canceled,2025-07-15T16:17:22.254-0300,2025-08-18T14:47:38.212-0300,0,Desenvolvimento/Outros,,
TOAWS-1162,[Brain] Dados Publicos,Brain,TOAWS-1245,[1] data-lake-brain-carga_gov_taxa_selic,Done,2025-07-15T16:14:49.944-0300,2025-12-05T11:32:06.000-0300,0,Desenvolvimento/Outros,2025-12-01,2026-02-06
TOAWS-1160,[Brain] - Carteira Pedido,Brain,TOAWS-1243,[1]data-lake-brain-carga_carteira_pedido,Done,2025-07-15T16:12:40.106-0300,2025-09-18T16:26:42.008-0300,0,Desenvolvimento/Outros,2025-08-11,2025-12-12
TOAWS-1159,[Brain] - Campanha - Será Subtarefa na história cliente - fase 3,Brain,TOAWS-1242,data-lake-brain-campanhas_crm,Canceled,2025-07-15T16:11:54.376-0300,2025-08-15T10:35:59.244-0300,0,Desenvolvimento/Outros,,
TOAWS-1158,[Brain] - Bonus Campanha,Brain,TOAWS-1241,[1] data-lake-brain-carga-bonus-campanha - ver descrição staging,Done,2025-07-15T16:10:37.313-0300,2025-11-18T09:27:12.984-0300,0,Desenvolvimento/Outros,2025-11-17,2026-02-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5841,[StoryBug] dbt_rsa_cmn--integracao_fatura_finance - Registros naõ batem nos arquivos,Done,2026-03-02T12:00:33.110-0300,2026-03-06T09:16:43.210-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5840,[Storybug] - Erro na DAG el_rsa_ict--restore_mainframe,Done,2026-03-02T09:37:23.006-0300,2026-03-06T09:30:35.450-0300,0,Story Bug,2026-01-05,2026-02-27
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5827,[RN-FMK] dbt_rsa_cmn--integracao-carga_pedido_industrial_vdi - Erro de timeout - a task excedeu o tempo limite configurado (execution_timeout / task timeout do Airflow ou do operator),Done,2026-02-25T08:59:11.757-0300,2026-03-02T08:02:39.769-0300,0,RN-FMK,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5825,"[StoryBug] dbt_rsa_cmn--integracao_fidis_baixa_varejo - Nome do arquivo errado. é esperado datahora, mas estão vindo somente data",Done,2026-02-24T14:27:52.981-0300,2026-02-26T17:26:29.922-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5824,"[StoryBug] elt_rsa_cmn--integracao_concessionaria_arquivo_mondial - Erro no conteudo do arquivo, linhas com ""\""",Done,2026-02-24T14:22:21.165-0300,2026-02-26T16:03:10.530-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5823,"[StoryBug] elt_rsa_cmn--integracao_concessionaria_arquivo_mondial - Nome do arquivo errado. é esperado apenas data, mas estão vindo datahora",Done,2026-02-24T14:21:01.980-0300,2026-02-26T15:01:21.677-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5822,[StoryBug] dbt_rsa_cmn--integracao_fatura_finance - Pod not yet started: stage-tl-integral-fatura-finance-65qtydfv,Canceled,2026-02-24T14:18:22.848-0300,2026-03-02T10:32:07.992-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5821,[StoryBug] dbt_rsa_cmn--integracao_carga_nota_fiscal - Processo AWS não gerando dados no arquivo.,Done,2026-02-24T14:13:28.093-0300,2026-03-09T09:05:19.301-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5809,[StoryBug] dbt_rsa_cmn--integracao_fidis_baixa_varejo,Done,2026-02-19T16:32:03.538-0300,2026-02-24T13:40:16.592-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5805,[RN-FMK/StoryBug] dbt_rsa_cmn--integracao_api_rede_ativa,Done,2026-02-19T13:20:55.550-0300,2026-02-24T13:38:32.426-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5802,[StoryBug] dbt_rsa_cmn--integracao_api_estoque_rede,Done,2026-02-19T10:50:36.735-0300,2026-02-23T08:46:46.360-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5801,[RN-FMK] dbt_rsa_cmn--integracao_api_carga_pedido_vdi,Done,2026-02-19T10:49:27.991-0300,2026-03-02T16:16:27.015-0300,0,RN-FMK,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5800,[StoryBug] dbt_rsa_cmn--integracao-carga_pedido_industrial_vdi,Canceled,2026-02-19T10:47:54.887-0300,2026-02-23T08:43:15.569-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5799,[StoryBug] dbt_rsa_cmn--integracao_api_carga_atacado_vdi,Done,2026-02-19T10:46:48.761-0300,2026-02-24T13:39:39.125-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5798,[RN-FMK] dbt_rsa_cmn--integracao_envio_veiculo_esb,Done,2026-02-19T10:44:26.938-0300,2026-03-05T07:52:49.955-0300,0,RN-FMK,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5797,[RN-FMK] dbt_rsa_cmn--integracao_envio_opcional_esb,Done,2026-02-19T10:43:22.887-0300,2026-02-24T13:37:43.139-0300,0,RN-FMK,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5796,[StoryBug] dbt_rsa_cmn--integracao-envio-nfe-veiculo,Canceled,2026-02-19T10:42:00.230-0300,2026-02-19T15:26:16.295-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5795,[StoryBug] dbt_rsa_cmn--integracao-envio-sped-mvs,Canceled,2026-02-19T10:39:34.584-0300,2026-02-19T15:20:26.402-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5794,[StoryBug] stage_exp_integracao_nota_fiscal,Canceled,2026-02-19T10:07:27.168-0300,2026-02-19T15:12:06.206-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5793,[StoryBug] dbt_rsa_cmn--integracao_fatura_finance,Done,2026-02-19T09:55:13.627-0300,2026-02-24T09:18:26.021-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5792,[RN-FMK/sTORYBUG] elt_rsa_cmn--integracao_concessionaria_arquivo_mondial (Divergências no Arquivo na AWS). Em anexo e descritivo,Canceled,2026-02-19T09:40:57.106-0300,2026-02-24T14:08:51.932-0300,0,Story Bug,2025-12-15,2026-03-06
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5787,[StoryBug] Processo de archive falhando.,Done,2026-02-18T18:54:09.893-0300,2026-02-23T08:04:01.221-0300,0,Story Bug,2026-01-05,2026-02-27
TOAWS-1143,[Brain] Analítico Veiculo,Brain,TOAWS-5692,Deploy de recursos de infraestrutura e versões de lambdas,In Progress,2026-01-30T13:51:07.468-0300,2026-02-18T09:17:43.172-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-06
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5681,Runbook,Done,2026-01-28T09:33:00.971-0300,2026-02-16T09:34:11.961-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5668,lambda [15] - Envio e-mail / DevOps / Stellantis VPN,Done,2026-01-26T15:56:36.658-0300,2026-02-05T09:33:07.431-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5642,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,Done,2026-01-20T11:52:48.091-0300,2026-03-06T09:41:40.215-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5640,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,OPEN,2026-01-20T10:01:05.137-0300,2026-02-05T15:59:40.814-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1143,[Brain] Analítico Veiculo,Brain,TOAWS-5631,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,OPEN,2026-01-20T09:59:45.308-0300,2026-01-20T09:59:45.444-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5622,Lambda - [6] data-lake-brain-integracao-api-carga_concessionaria_aws,Done,2026-01-16T12:35:03.056-0300,2026-01-20T17:24:25.451-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1143,[Brain] Analítico Veiculo,Brain,TOAWS-5607,[StoryBug] Inconsistencia carga Analitico Veiculo Final,Done,2026-01-08T15:54:19.020-0300,2026-02-11T16:10:30.144-0300,0,Story Bug,2025-08-11,2026-02-06
TOAWS-1143,[Brain] Analítico Veiculo,Brain,TOAWS-5604,[StoryBug] Inconsistencia carga fato Analitico Veiculo,Done,2026-01-07T16:19:38.928-0300,2026-01-21T15:41:36.361-0300,0,Story Bug,2025-08-11,2026-02-06
TOAWS-1143,[Brain] Analítico Veiculo,Brain,TOAWS-5600,[StoryBug] Volume tabela Analitico Veiculo Fase,Done,2026-01-06T14:15:16.791-0300,2026-02-04T09:49:01.190-0300,0,Story Bug,2025-08-11,2026-02-06
TOAWS-1143,[Brain] Analítico Veiculo,Brain,TOAWS-5595,[StoryBug] Inconsistencias tb_veiculo_final,Done,2026-01-02T14:28:35.442-0300,2026-02-24T20:29:48.356-0300,0,Story Bug,2025-08-11,2026-02-06
TOAWS-1143,[Brain] Analítico Veiculo,Brain,TOAWS-5594,[StoryBug] Bug Execução DAG dbt_rsa_cmn--carga_analitico_veiculo,Done,2026-01-02T10:57:38.146-0300,2026-02-04T09:50:37.817-0300,0,Story Bug,2025-08-11,2026-02-06
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5477,8 [Preparo Ambiente]Analisar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2025-12-30T13:41:16.735-0300,2026-03-17T10:21:31.776-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5476,7 [Preparo Ambiente]Cópiar tabelas (Responsavel: STELLANTIS/Apoio: DEV),Done,2025-12-30T13:41:15.354-0300,2026-03-06T09:40:59.511-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5475,6 [Preparo Ambiente]Executar processo em PROD (Responsavel: DEVOPS/ Apoio: DEV),Done,2025-12-30T13:41:13.969-0300,2026-03-06T09:40:30.660-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5474,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",Done,2025-12-30T13:41:12.440-0300,2026-02-25T09:31:51.151-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5472,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),Done,2025-12-30T13:41:09.655-0300,2026-03-06T09:39:04.679-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5471,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-30T13:41:08.158-0300,2026-03-06T09:37:56.875-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-5470,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-30T13:41:06.597-0300,2026-03-06T09:37:22.354-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5378,Lambda - [18] data-lake-brain-integracao_csi_vendas,Done,2025-12-18T18:40:01.970-0300,2026-01-20T17:23:12.098-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5377,Lambda - [17] data-lake-brain-integracao_csi_pos_vendas,Done,2025-12-18T18:39:56.414-0300,2026-01-20T17:23:14.204-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5376,Lambda - [15] data-lake-brain-integracao-ifzm_fidis_carencia,Done,2025-12-18T18:39:49.812-0300,2026-02-05T09:32:50.079-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5375,Lambda - [11] data-lake-brain-integracao-api-rede-ativa,Done,2025-12-18T18:39:44.265-0300,2026-01-13T11:19:49.326-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5374,Lambda - [10] data-lake-brain-integracao-api-estoque-rede,Done,2025-12-18T18:39:37.628-0300,2026-01-13T11:19:47.209-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5373,Lambda - [9] data-lake-brain-integracao-api-carga_pedido_vdi,Done,2025-12-18T18:39:31.892-0300,2026-01-13T11:19:44.838-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5372,Lambda - [8] data-lake-brain-integracao-api-carga_pedido_industrial_vdi,Done,2025-12-18T18:39:26.868-0300,2026-01-22T08:31:30.756-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5371,Lambda - [5] data-lake-brain-integracao-api-carga_atacado_vdi,Done,2025-12-18T18:39:22.006-0300,2026-01-20T11:06:03.302-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5370,Lambda - [4] data-lake-brain-envio_veiculo_ESB,Done,2025-12-18T18:39:14.527-0300,2026-01-20T17:19:57.235-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5369,Lambda - [3] data-lake-brain-envio_opcional_ESB,Done,2025-12-18T18:39:00.728-0300,2026-01-15T16:29:50.277-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5368,Lambda - [2] data-lake-brain-envio_nfe_veiculo_aladin,Done,2025-12-18T18:30:28.986-0300,2026-01-13T11:19:57.290-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5045,8 [Preparo Ambiente]Analisar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),OPEN,2025-12-17T10:59:18.421-0300,2025-12-17T10:59:18.524-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5044,7 [Preparo Ambiente]Cópiar tabelas (Responsavel: STELLANTIS/Apoio: DEV),OPEN,2025-12-17T10:59:16.925-0300,2025-12-17T10:59:17.053-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5043,6 [Preparo Ambiente]Executar processo em PROD (Responsavel: DEVOPS/ Apoio: DEV),In Progress,2025-12-17T10:59:15.517-0300,2026-03-16T09:22:13.663-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5042,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",In Progress,2025-12-17T10:59:13.974-0300,2026-03-16T09:22:22.806-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5041,4 [Preparo Ambiente]Incrementar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),OPEN,2025-12-17T10:59:12.343-0300,2026-03-13T09:27:12.717-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5040,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),OPEN,2025-12-17T10:59:10.897-0300,2026-03-13T09:27:15.529-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5039,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),OPEN,2025-12-17T10:59:09.578-0300,2026-03-13T09:27:20.906-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1155,[Brain] Integração,Brain,TOAWS-5038,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),OPEN,2025-12-17T10:59:08.038-0300,2025-12-17T10:59:08.205-0300,0,Desenvolvimento/Outros,2025-12-15,2026-03-06
TOAWS-1157,[Brain] - Bonus,Brain,TOAWS-4226,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",Canceled,2025-11-28T10:44:22.237-0300,2026-01-30T09:40:32.037-0300,0,Desenvolvimento/Outros,2025-11-03,2026-02-06
TOAWS-1157,[Brain] - Bonus,Brain,TOAWS-4225,4 [Preparo Ambiente]Incrementar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Canceled,2025-11-28T10:44:20.867-0300,2026-01-30T09:40:24.103-0300,0,Desenvolvimento/Outros,2025-11-03,2026-02-06
TOAWS-1157,[Brain] - Bonus,Brain,TOAWS-4224,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),Canceled,2025-11-28T10:44:19.386-0300,2026-01-30T09:40:19.331-0300,0,Desenvolvimento/Outros,2025-11-03,2026-02-06
TOAWS-1157,[Brain] - Bonus,Brain,TOAWS-4223,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),Canceled,2025-11-28T10:44:18.032-0300,2026-01-30T09:40:14.307-0300,0,Desenvolvimento/Outros,2025-11-03,2026-02-06
TOAWS-1157,[Brain] - Bonus,Brain,TOAWS-4222,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),Canceled,2025-11-28T10:44:16.565-0300,2026-01-30T09:40:08.690-0300,0,Desenvolvimento/Outros,2025-11-03,2026-02-06
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-2416,Homologação - 09/02/26,Done,2025-08-25T17:29:19.730-0300,2026-02-23T13:24:36.315-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
TOAWS-1156,[Brain] Backup Mainframe,Brain,TOAWS-2415,Documento de teste,Done,2025-08-25T17:29:16.401-0300,2026-02-09T11:55:08.382-0300,0,Desenvolvimento/Outros,2026-01-05,2026-02-27
