Historia,Titulo Historia,Data-Lake,Chave,Titulo,Status,Data Criacao,Data Atualizacao,Quantidade Subtarefas,Categoria_Analise,Data Inicio Esperada,Data Fim Esperada
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5890,[Story Bug] Divergência de volumetria nas tabelas,In Progress,2026-03-12T15:28:12.038-0300,2026-03-19T09:28:29.214-0300,0,Story Bug,2026-01-19,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5857,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,Done,2026-03-04T13:06:10.814-0300,2026-03-10T08:20:17.353-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5856,8 [Preparo Ambiente]Analisar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2026-03-04T13:05:51.893-0300,2026-03-12T08:49:48.846-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5855,7 [Preparo Ambiente]Cópiar tabelas (Responsavel: STELLANTIS/Apoio: DEV),Done,2026-03-04T13:05:31.277-0300,2026-03-10T08:09:57.317-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5854,6 [Preparo Ambiente]Executar processo em PROD (Responsavel: DEVOPS/ Apoio: DEV),Done,2026-03-04T13:05:11.287-0300,2026-03-05T09:16:03.963-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5853,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",Done,2026-03-04T13:04:47.564-0300,2026-03-04T13:11:30.491-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5852,4 [Preparo Ambiente]Incrementar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2026-03-04T13:04:30.326-0300,2026-03-12T08:50:15.154-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5851,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),Done,2026-03-04T13:04:10.643-0300,2026-03-10T08:09:32.369-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5850,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),Done,2026-03-04T13:03:29.602-0300,2026-03-10T08:21:43.206-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5849,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),Done,2026-03-04T13:03:04.304-0300,2026-03-10T08:09:00.590-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5811,"[RN] Tabela de produção criada diferente da tabela de desenvolvimento, impactando na carga historica",Done,2026-02-19T22:01:20.933-0300,2026-02-20T10:14:45.629-0300,0,RN,2025-12-15,2026-02-06
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5808,[Story Bug] Diferença de dado na tabela DB_TL_CRM_S.TL_CORPORATIVO_CLIENTE_ARGENTINA.TB_CORP_SAP_ARGENTINA_BUT000,Done,2026-02-19T14:30:53.976-0300,2026-03-04T17:40:56.221-0300,0,Story Bug,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5807,[RN] Diferença de dado na tabela DB_TL_CRM_S.TL_CORPORATIVO_CLIENTE_ARGENTINA.TB_CORP_SAP_ARGENTINA_ADR6,Done,2026-02-19T13:54:28.323-0300,2026-02-24T14:11:24.086-0300,0,RN,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5806,[RN] Diferença de dado na tabela DB_TL_CRM_S.TL_CORPORATIVO_CLIENTE_ARGENTINA.TB_CORP_SAP_ARGENTINA_ADR3,Done,2026-02-19T13:31:44.613-0300,2026-02-24T14:11:18.085-0300,0,RN,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5804,[RN] Diferença de dado na tabela DB_TL_CRM_S.TL_CORPORATIVO_CLIENTE_ARGENTINA.TB_CORP_SAP_ARGENTINA_ADR2,Done,2026-02-19T11:45:59.104-0300,2026-03-05T14:12:53.374-0300,0,RN,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5776,"[RN-FMK] Retirar os prefixos ""st_"" das tabelas de staging",Done,2026-02-13T17:29:02.577-0300,2026-02-19T15:32:36.489-0300,0,RN-FMK,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5775,[Story Bug] Diferença no campos de data da tabela TL_CORPORATIVO_CLIENTE_ARGENTINA.TB_CORP_VEICULO_CLIENTE_ARGENTINA,Canceled,2026-02-13T14:39:14.654-0300,2026-02-16T09:37:18.550-0300,0,Story Bug,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5769,[Story Bug] Algumas dags dbt_rsa_crm--carga_cliente_argentina_bloco_3 executaram com erro,Done,2026-02-12T13:45:29.744-0300,2026-02-19T15:32:32.269-0300,0,Story Bug,2026-01-19,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-5731,Homologação DAGS [1] data-lake-brain-carga-dlt-mysql-bgq e [2]data-lake-brain-carga-dlt-mysql-marca-psa-bgq - 16/02/26,Done,2026-02-09T17:57:20.770-0300,2026-03-04T13:11:37.948-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5727,Homologação 11/02/26,Done,2026-02-09T11:44:20.607-0300,2026-03-05T14:17:04.579-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5708,Runbook,Done,2026-02-06T09:31:04.111-0300,2026-02-12T13:27:08.606-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5700,Runbook,Done,2026-02-05T09:47:24.234-0300,2026-02-24T09:35:23.034-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5691,Runbook,Done,2026-01-30T09:39:33.068-0300,2026-02-11T15:02:04.943-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5690,Documentação de teste,Done,2026-01-30T09:38:49.040-0300,2026-02-09T11:44:25.277-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5645,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,To Do,2026-01-20T11:53:41.949-0300,2026-03-05T14:30:09.675-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5641,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,Done,2026-01-20T10:01:17.350-0300,2026-02-20T17:17:28.860-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5639,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,Done,2026-01-20T10:00:59.077-0300,2026-02-20T10:14:55.669-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5485,8 [Preparo Ambiente]Analisar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),To Do,2025-12-30T13:42:43.224-0300,2026-03-05T14:30:07.966-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5484,7 [Preparo Ambiente]Cópiar tabelas (Responsavel: STELLANTIS/Apoio: DEV),To Do,2025-12-30T13:42:41.577-0300,2026-03-05T14:30:06.792-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5483,6 [Preparo Ambiente]Executar processo em PROD (Responsavel: DEVOPS/ Apoio: DEV),Done,2025-12-30T13:42:40.032-0300,2026-03-05T16:05:53.164-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5482,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",Done,2025-12-30T13:42:38.740-0300,2026-03-05T14:30:59.683-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5481,4 [Preparo Ambiente]Incrementar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),To Do,2025-12-30T13:42:37.392-0300,2026-03-05T14:30:03.274-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5480,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),To Do,2025-12-30T13:42:36.036-0300,2026-03-05T14:30:02.561-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5479,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),To Do,2025-12-30T13:42:34.600-0300,2026-03-05T14:30:00.923-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-5478,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),To Do,2025-12-30T13:42:33.078-0300,2026-03-05T14:29:59.672-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5469,8 [Preparo Ambiente]Analisar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2025-12-30T13:39:46.435-0300,2026-02-20T17:17:23.077-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5468,7 [Preparo Ambiente]Cópiar tabelas (Responsavel: STELLANTIS/Apoio: DEV),Done,2025-12-30T13:39:45.105-0300,2026-02-20T17:17:02.432-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5467,6 [Preparo Ambiente]Executar processo em PROD (Responsavel: DEVOPS/ Apoio: DEV),Done,2025-12-30T13:39:43.316-0300,2026-02-20T14:11:10.474-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5466,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",Done,2025-12-30T13:39:41.496-0300,2026-02-18T14:16:19.896-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5465,4 [Preparo Ambiente]Incrementar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2025-12-30T13:39:40.091-0300,2026-02-20T17:21:51.360-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5464,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),Done,2025-12-30T13:39:38.580-0300,2026-02-20T17:16:55.104-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5463,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-30T13:39:37.110-0300,2026-02-20T17:16:52.345-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-5462,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-30T13:39:35.382-0300,2026-02-20T17:16:48.644-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5037,8 [Preparo Ambiente]Analisar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2025-12-17T10:57:52.804-0300,2026-02-20T10:15:37.504-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5036,7 [Preparo Ambiente]Cópiar tabelas (Responsavel: STELLANTIS/Apoio: DEV),Done,2025-12-17T10:57:51.227-0300,2026-02-20T10:15:43.201-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5035,6 [Preparo Ambiente]Executar processo em PROD (Responsavel: DEVOPS/ Apoio: DEV),Done,2025-12-17T10:57:49.403-0300,2026-02-16T11:43:01.413-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5034,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",Done,2025-12-17T10:57:47.954-0300,2026-02-12T13:20:41.734-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5033,4 [Preparo Ambiente]Incrementar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2025-12-17T10:57:46.487-0300,2026-02-20T10:16:03.180-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5032,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),Done,2025-12-17T10:57:45.005-0300,2026-02-12T11:01:14.282-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5031,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-17T10:57:43.525-0300,2026-02-12T11:00:23.048-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-5030,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-17T10:57:41.973-0300,2026-02-20T10:16:11.108-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2520,9.33 Corporativo_Cliente_Argentina.tb_corp_veiculo_cliente_argentina,Done,2025-09-01T16:28:31.374-0300,2026-01-27T14:02:45.200-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2519,9.32 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_zrcco_07_ocfccf_aux,Done,2025-09-01T16:28:24.611-0300,2026-01-27T14:02:41.817-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2518,9.31 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_zrcco_07_ocfccf,Done,2025-09-01T16:28:17.915-0300,2026-01-27T14:02:38.134-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2517,9.30 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_vlcvehicle_aux,Done,2025-09-01T16:28:11.612-0300,2026-01-27T14:02:34.994-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2516,9.29 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_vlcvehicle,Done,2025-09-01T16:28:03.833-0300,2026-01-27T14:02:32.830-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2515,9.28 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_but020_aux,Done,2025-09-01T16:27:55.046-0300,2026-01-27T09:42:12.675-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2514,9.27 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_but020,Done,2025-09-01T16:27:46.756-0300,2026-01-27T09:42:10.368-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2513,9.26 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_but000_aux,Done,2025-09-01T16:27:40.815-0300,2026-01-27T09:42:08.018-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2512,9.25 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_but000,Done,2025-09-01T16:27:34.264-0300,2026-01-27T09:42:04.809-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2511,9.24 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adrc_aux,Done,2025-09-01T16:27:17.187-0300,2026-01-27T09:42:01.822-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2510,9.23 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adrc,Done,2025-09-01T16:26:51.477-0300,2026-01-27T09:41:51.832-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2509,9.22 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adr6_aux,Done,2025-09-01T16:26:43.398-0300,2026-01-27T09:41:49.281-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2508,9.21 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adr6,Done,2025-09-01T16:26:34.922-0300,2026-01-27T09:41:45.517-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2507,9.20 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adr3_aux,Done,2025-09-01T16:26:27.119-0300,2026-01-27T09:41:42.498-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2506,9.19 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adr3,Done,2025-09-01T16:26:17.880-0300,2026-01-27T09:40:52.599-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2505,9.18 Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adr2_aux,Done,2025-09-01T16:26:10.473-0300,2026-01-27T09:40:48.692-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-2504,9.17 - Corporativo_Cliente_Argentina.tb_corp_sap_argentina_adr2,Done,2025-09-01T16:24:58.466-0300,2026-01-27T09:40:44.162-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-2496,[12] data-lake-brain-staging-cliente-argentina,Done,2025-08-29T11:34:19.584-0300,2026-02-05T11:46:37.636-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-2495,Homologação 07/01/26,Done,2025-08-29T11:32:18.889-0300,2026-02-04T17:02:10.791-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-2494,Documento de teste,Done,2025-08-29T11:32:14.437-0300,2026-01-05T14:46:12.281-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-2493,2 - DimensaoCorporativa.tb_grande_cliente_venda_direta,Done,2025-08-29T11:32:09.764-0300,2026-01-05T09:42:31.909-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2491,[Brain/NOVAUS] Grande Cliente Venda Direta,Brain/NOVAUS,TOAWS-2492,1 - Staging.tb_userparameters_key_account,Done,2025-08-29T11:32:04.299-0300,2026-01-05T09:42:27.154-0300,0,Desenvolvimento/Outros,2026-01-12,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2490,Homologação 19/12/25,Done,2025-08-29T11:29:20.814-0300,2026-02-05T16:06:38.650-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2489,Documento de teste,Done,2025-08-29T11:29:15.757-0300,2025-12-19T17:23:22.420-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2488,6 - ExternalTable.tb_sap_movimento_caixa_dagua,Done,2025-08-29T11:29:11.055-0300,2025-12-19T17:25:48.024-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2487,5 - ExternalTable.tb_sap_apuracao_bonus,Done,2025-08-29T11:29:06.498-0300,2025-12-19T17:25:45.396-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2486,4 - Dealer.tb_movimento_caixa_dagua,Done,2025-08-29T11:29:01.886-0300,2025-12-19T17:25:42.410-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2485,3 - Dealer.tb_apuracao_bonus,Done,2025-08-29T11:28:57.210-0300,2025-12-19T17:25:40.367-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2484,2 - Analytics_Dealer.vw_movimento_caixa_dagua,Done,2025-08-29T11:28:52.590-0300,2025-12-19T17:25:37.116-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-2482,[Brain/NOVAUS] Caixa Dagua,Brain/NOVAUS,TOAWS-2483,1 - Analytics_Dealer.vw_apuracao_bonus,Done,2025-08-29T11:28:47.737-0300,2025-12-19T17:25:34.587-0300,0,Desenvolvimento/Outros,2025-12-15,2026-02-06
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1902,11.20 tb_zapay_mkt_paymentItem,Done,2025-07-24T14:34:59.666-0300,2026-03-17T10:23:02.325-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1901,11.19 tb_zapay_mkt_payment,Done,2025-07-24T14:34:47.806-0300,2026-03-17T10:23:06.381-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1880,9.16 tb_sap_arg_zrcco_07_ocfccf_aux,Done,2025-07-24T14:24:08.897-0300,2026-01-23T15:30:18.539-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1879,9.15 tb_sap_arg_zrcco_07_ocfccf,Done,2025-07-24T14:24:01.173-0300,2026-01-23T15:30:15.570-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
